"Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand","Model"
"Hyderabad","2011","69000","Diesel","Manual","First","20.54","1598","103.6","5","4.7","Volkswagen","Vento"
"Ahmedabad","2014","49000","Petrol","Manual","First","17.4","1497","117.3","5","6.9","Honda","City"
"Pune","2018","45000","Diesel","Manual","First","22.95","1248","74","5","5.25","Tata","Zest"
"Pune","2015","64000","Diesel","Automatic","First","18.48","1995","177","5","28","BMW","5"
"Delhi","2009","60000","Petrol","Manual","First","18.9","1061","67","5","1.35","Maruti","Wagon"
"Delhi","2015","62178","Petrol","Manual","First","18.2","1199","88.7","5","4.85","Honda","Jazz"
"Coimbatore","2012","58006","Diesel","Manual","First","15","1896","105","5","6.7","Volkswagen","Jetta"
"Hyderabad","2010","74000","Petrol","Manual","First","20.36","1197","78.9","5","3.1","Hyundai","i10"
"Kochi","2015","77771","Diesel","Automatic","First","19.27","2143","170","5","18.64","Mercedes-Benz","New"
"Pune","2012","45275","Petrol","Manual","First","20.36","1197","78.9","5","2.8","Hyundai","i10"
"Chennai","2016","48000","Diesel","Manual","First","13.68","2393","147.8","7","20.25","Toyota","Innova"
"Kochi","2015","31652","Diesel","Automatic","First","17.68","1968","174.33","5","26.78","Audi","A6"
"Hyderabad","2010","109000","Diesel","Manual","Second","12.99","2494","100.6","7","8.26","Toyota","Innova"
"Mumbai","2015","31978","Petrol","Manual","First","16.47","1198","73.9","5","3.89","Volkswagen","Polo"
"Hyderabad","2011","70000","Petrol","Manual","First","20.92","998","67.1","5","2.1","Maruti","Alto"
"Mumbai","2017","15000","Petrol","Automatic","First","18","1497","117.3","5","12.69","Honda","City"
"Coimbatore","2013","59138","Diesel","Manual","First","17","1405","70","5","2.58","Tata","Indigo"
"Kochi","2014","61726","Diesel","Automatic","First","17.68","1968","174.33","5","20.77","Audi","A6"
"Delhi","2015","48000","Diesel","Automatic","First","17.9","2143","136","5","20.26","Mercedes-Benz","GLA"
"Hyderabad","2014","77815","Petrol","Automatic","First","23.1","998","67.04","5","4.25","Maruti","Celerio"
"Hyderabad","2017","29000","Diesel","Automatic","First","17.9","2143","201.15","5","57","Mercedes-Benz","GLE"
"Delhi","2017","44000","Diesel","Automatic","First","12.7","2179","187.7","5","44","Land","Rover"
"Hyderabad","2011","108626","Diesel","Manual","First","20.54","1598","103.6","5","3.65","Volkswagen","Vento"
"Hyderabad","2012","71791","Petrol","Manual","First","14","796","35","5","2.05","Maruti","Omni"
"Kochi","2012","91931","Petrol","Manual","First","18.5","1198","86.8","5","3.13","Honda","Brio"
"Hyderabad","2000","158000","Diesel","Manual","Second","14.07","2956","83.1","7","1.5","Tata","Sumo"
"Pune","2012","91183","Diesel","Manual","First","18","1248","75","5","2.85","Tata","Indica"
"Delhi","2012","65000","Petrol","Manual","First","18.9","998","67.1","5","2.65","Maruti","Wagon"
"Hyderabad","2015","88428","Diesel","Manual","First","16","2179","140","7","10.6","Mahindra","XUV500"
"Pune","2008","138000","Diesel","Manual","Second","17.1","1396","70","5","1.25","Tata","Indigo"
"Mumbai","2018","18000","Petrol","Manual","First","16.02","1373","93.7","7","8.25","Maruti","Ertiga"
"Mumbai","2011","60000","Petrol","Automatic","First","11.7","2354","177.6","5","4.45","Honda","Accord"
"Kolkata","2012","48000","Diesel","Manual","First","19.3","1248","73.9","5","3.7","Maruti","Swift"
"Hyderabad","2009","160000","Diesel","Manual","First","17.8","1399","68","5","2.8","Ford","Fiesta"
"Kolkata","2008","40000","Petrol","Manual","First","17.7","1497","78","5","1.8","Honda","City"
"Kochi","2014","51495","Diesel","Automatic","First","17.68","1968","174.33","5","21.95","Audi","A6"
"Mumbai","2011","30000","Diesel","Automatic","First","9.52","2993","313","4","49","BMW","6"
"Coimbatore","2017","97430","Diesel","Automatic","First","14.75","2967","245","7","62.67","Audi","Q7"
"Pune","2008","42496","CNG","Manual","First","26.3","998","67.1","5","1.4","Maruti","Zen"
"Pune","2012","83000","Diesel","Manual","First","23","1396","90","5","5.5","Hyundai","i20"
"Bangalore","2009","37000","Petrol","Automatic","Third","16.95","1197","78.9","5","2.95","Hyundai","i10"
"Kochi","2016","28503","Petrol","Automatic","First","19","1199","88.7","5","6.86","Honda","Jazz"
"Hyderabad","2015","76496","Diesel","Manual","First","25.2","1248","74","5","6.15","Maruti","Swift"
"Pune","2011","79152","Petrol","Manual","Second","18.5","1197","82.85","5","3.3","Hyundai","i20"
"Kolkata","2011","32000","Petrol","Manual","First","16.47","1198","73.9","5","2.55","Volkswagen","Polo"
"Ahmedabad","2009","35000","Petrol","Manual","First","19.7","796","46.3","5","1.5","Maruti","Alto"
"Chennai","2004","105000","Petrol","Automatic","Second","11.3","1794","125","5","2.5","Toyota","Corolla"
"Chennai","2006","56000","Petrol","Manual","Second","19.7","796","46.3","5","1.4","Maruti","Alto"
"Pune","2012","73000","Diesel","Manual","First","21.12","1248","88.8","5","3.4","Tata","Manza"
"Pune","2012","38000","Petrol","Manual","First","19.7","796","46.3","5","2.25","Maruti","Alto"
"Kolkata","2013","775000","Diesel","Automatic","First","19.3","1968","141","5","7.5","Skoda","Octavia"
"Kolkata","2008","80000","Petrol","Automatic","First","11.3","1794","125","5","2.8","Toyota","Corolla"
"Coimbatore","2016","24973","Petrol","Manual","First","18.6","1197","81.83","5","7.66","Hyundai","i20"
"Chennai","2016","45000","Diesel","Manual","First","24.3","1248","88.5","5","7.15","Maruti","Vitara"
"Delhi","2010","87430","Petrol","Manual","First","17","1497","118","5","3.5","Honda","City"
"Hyderabad","2014","133944","Diesel","Manual","Second","18","1248","75","5","3.5","Tata","Indica"
"Kolkata","2013","57000","Diesel","Manual","First","25.8","1498","98.6","5","3.45","Honda","Amaze"
"Coimbatore","2016","27904","Petrol","Manual","First","21.1","814","55.2","5","3.55","Hyundai","EON"
"Kochi","2015","30717","Diesel","Automatic","Second","21.76","1995","190","5","25.99","BMW","3"
"Bangalore","2012","80000","Diesel","Manual","First","22.32","1582","126.32","5","5.25","Hyundai","Verna"
"Ahmedabad","2013","47304","Diesel","Manual","First","21.02","1248","88.8","5","2.9","Tata","Manza"
"Jaipur","2005","100000","Petrol","Automatic","First","14.45","1984","227","5","2.05","Skoda","Octavia"
"Pune","2017","30000","Petrol","Manual","First","24.07","998","67.1","5","3.75","Maruti","Alto"
"Mumbai","2014","68000","Diesel","Manual","First","22.7","1498","89.84","5","6.75","Ford","Ecosport"
"Kolkata","2011","21000","Petrol","Manual","Second","18","995","62","5","0.95","Chevrolet","Spark"
"Hyderabad","2017","21000","Diesel","Automatic","First","19.33","1999","177","5","52","Jaguar","XF"
"Jaipur","2007","119000","Petrol","Manual","Third","13.1","1997","141.1","5","3.91","Honda","CR-V"
"Kochi","2019","13747","Petrol","Automatic","First","14.67","1798","177.46","5","27.3","Skoda","Superb"
"Chennai","2009","620000","Petrol","Manual","First","20.36","1197","78.9","5","2.7","Hyundai","i10"
"Delhi","2013","70000","Diesel","Manual","First","22.9","1248","74","5","3.5","Maruti","Swift"
"Mumbai","2016","18000","Petrol","Automatic","First","18.5","1197","83.14","5","6.2","Maruti","Swift"
"Chennai","2011","83000","Diesel","Manual","First","23.08","1461","63.1","5","2.75","Nissan","Micra"
"Mumbai","2015","130000","Diesel","Manual","First","23.4","1248","74","5","3.25","Maruti","Swift"
"Pune","2012","63400","Diesel","Manual","First","17.8","1399","67","5","3.25","Ford","Fiesta"
"Kolkata","2003","65000","Petrol","Manual","First","17.3","993","60","5","0.65","Maruti","Zen"
"Pune","2017","8350","Petrol","Manual","First","13.8","1998","192","5","35","Mini","Clubman"
"Kolkata","2014","45000","Diesel","Manual","First","23.59","1364","67.05","5","3.25","Toyota","Etios"
"Kolkata","2018","26200","Petrol","Manual","First","24.7","796","47.3","5","2.9","Maruti","Alto"
"Bangalore","2011","11000","Petrol","Manual","Third","18.9","796","47","5","2.9","Maruti","Alto"
"Bangalore","2009","90000","Diesel","Automatic","Second","11","2993","235","5","17.75","BMW","X5"
"Mumbai","2015","74000","Petrol","Automatic","Second","11.07","2496","179.5","5","8.25","Nissan","Teana"
"Coimbatore","2015","37081","Petrol","Automatic","First","18.9","1197","82","5","5.77","Hyundai","Grand"
"Hyderabad","2017","39000","Diesel","Manual","First","24.3","1248","88.5","5","9.49","Maruti","Vitara"
"Mumbai","2008","99000","Diesel","Automatic","Third","12.07","2967","241.4","7","12.95","Audi","Q7"
"Chennai","2015","38000","Diesel","Automatic","First","17.9","2143","136","5","20","Mercedes-Benz","GLA"
"Chennai","2007","72000","Petrol","Manual","Third","16.1","796","37","4","1","Maruti","800"
"Chennai","2015","93000","Diesel","Manual","Second","20.45","1461","83.8","5","7.1","Renault","Duster"
"Mumbai","2017","5900","Diesel","Manual","First","21.43","1364","87.2","5","16.5","Toyota","Corolla"
"Chennai","2014","25000","Diesel","Manual","First","15.8","2148","170","5","26","Mercedes-Benz","New"
"Hyderabad","2010","68000","Diesel","Manual","Second","21.1","1248","73.9","5","3.2","Maruti","Ritz"
"Kochi","2017","35676","Petrol","Automatic","First","16","1497","117.3","7","9.48","Honda","BRV"
"Kochi","2015","74310","Diesel","Manual","First","24.4","1120","71","5","4","Hyundai","Xcent"
"Jaipur","2014","59364","Diesel","Automatic","First","14.21","2143","203","5","26.5","Mercedes-Benz","E-Class"
"Kochi","2014","41380","Petrol","Automatic","Second","14.8","1595","120.7","5","11.77","Mercedes-Benz","B"
"Bangalore","2017","33900","Diesel","Automatic","First","15","2143","204","5","37","Mercedes-Benz","E-Class"
"Mumbai","2016","28000","Petrol","Manual","First","17.8","1497","117.3","5","8.75","Honda","City"
"Chennai","2011","93982","Petrol","Manual","First","17","1497","118","5","3.75","Honda","City"
"Pune","2010","95000","Petrol","Manual","First","16.2","1599","103.2","5","2.5","Hyundai","Verna"
"Mumbai","2017","9000","Petrol","Automatic","First","13.5","1999","246.74","5","34.5","Jaguar","XE"
"Delhi","2015","52516","Petrol","Manual","First","18","1198","86.7","5","4.65","Honda","Amaze"
"Bangalore","2015","20000","Petrol","Automatic","First","18.86","1598","122","4","32","Mini","Cooper"
"Coimbatore","2017","56451","Diesel","Automatic","First","13.5","2987","282","5","62.81","Mercedes-Benz","S"
"Chennai","2014","37000","Petrol","Manual","First","21.1","814","55.2","5","3.25","Hyundai","EON"
"Kolkata","2014","17400","Petrol","Manual","First","20.51","998","67.04","5","3.1","Maruti","Wagon"
"Coimbatore","2011","90207","Diesel","Manual","First","21.1","1248","73.9","5","3.91","Maruti","Ritz"
"Chennai","2011","89616","Diesel","Automatic","First","16.07","1995","181","5","11","BMW","3"
"Pune","2014","85000","Diesel","Manual","First","13.49","2179","138.03","5","3.5","Tata","Xenon"
"Chennai","2014","79271","Diesel","Automatic","First","20.38","1968","143","5","16.5","Audi","A3"
"Hyderabad","2012","56000","Diesel","Automatic","First","12.7","2179","187.7","5","30","Land","Rover"
"Pune","2010","85001","Diesel","Automatic","Second","12","2987","224","7","28","Mercedes-Benz","GL-Class"
"Hyderabad","2018","12000","Diesel","Automatic","First","13.5","2477","175.56","7","28","Mitsubishi","Pajero"
"Jaipur","2010","125000","Petrol","Manual","First","19.7","796","46.3","5","0.92","Maruti","Alto"
"Pune","2013","53000","Petrol","Manual","First","14","1061","64","5","2.75","Maruti","Wagon"
"Coimbatore","2017","34990","Diesel","Automatic","First","12.7","2179","187.7","5","53.83","Land","Rover"
"Pune","2011","49768","Petrol","Manual","Second","17.01","1591","121.3","5","4.95","Hyundai","Verna"
"Hyderabad","2013","56000","Diesel","Automatic","First","16.73","2993","218","5","33.5","BMW","5"
"Bangalore","2013","75000","Diesel","Automatic","First","14.74","2993","270.9","5","27.95","Jaguar","XF"
"Hyderabad","2010","57000","Petrol","Automatic","First","13.7","1798","157.75","5","7.25","Skoda","Superb"
"Kochi","2017","37542","Diesel","Automatic","First","15.73","1968","174.33","5","25.71","Audi","Q3"
"Coimbatore","2014","95649","Diesel","Automatic","First","12.7","2179","187.7","5","29.67","Land","Rover"
"Jaipur","2013","35299","Diesel","Automatic","First","14.84","2143","170","5","19","Mercedes-Benz","New"
"Kochi","2017","28464","Diesel","Manual","First","15.4","2179","120","7","13.05","Mahindra","Scorpio"
"Mumbai","2015","41000","Diesel","Automatic","First","21.76","1995","190","5","25.5","BMW","3"
"Pune","2017","9000","Petrol","Manual","First","15.4","1497","117.3","7","8.5","Honda","BR-V"
"Chennai","2010","92098","Diesel","Automatic","Second","16","2400","215","5","7.25","Volvo","S80"
"Pune","2005","5834","Petrol","Manual","First","13.2","1495","94","5","0.8","Hyundai","Accent"
"Jaipur","2017","40250","Petrol","Manual","First","17.19","1197","81.86","5","6.9","Hyundai","i20"
"Coimbatore","2018","22397","Petrol","Automatic","First","11.5","2996","367","5","70.99","Mercedes-Benz","GLC"
"Kolkata","2015","20800","Petrol","Manual","Second","21.1","814","55.2","5","2.25","Hyundai","EON"
"Kochi","2018","40322","Petrol","Manual","First","18.9","1197","81.86","5","5.5","Hyundai","Grand"
"Mumbai","2013","52576","Petrol","Manual","First","13","1493","100","5","4.35","Honda","City"
"Kolkata","2010","55000","Petrol","Manual","First","16.47","1198","73.9","5","2.25","Volkswagen","Polo"
"Mumbai","2016","47000","Petrol","Automatic","First","15.26","1798","187.74","5","24.5","Audi","A6"
"Coimbatore","2017","23163","Petrol","Manual","First","15.29","1591","121.3","5","12.03","Hyundai","Creta"
"Mumbai","2011","50000","Petrol","Automatic","Second","11.74","1796","186","5","8.5","Mercedes-Benz","New"
"Mumbai","2014","11900","Petrol","Automatic","First","16.82","1998","189.08","4","28.5","Mini","Cooper"
"Bangalore","2013","37000","Diesel","Manual","First","23.59","1364","67.04","5","5.75","Toyota","Etios"
"Delhi","2014","30000","Petrol","Manual","Second","19.4","1198","86.8","5","3.2","Honda","Brio"
"Coimbatore","2018","12831","Petrol","Automatic","First","21.4","1197","83.1","5","9.89","Maruti","Baleno"
"Coimbatore","2012","143017","Diesel","Automatic","First","20","1968","138.1","5","6.58","Skoda","Laura"
"Kochi","2018","13102","Petrol","Manual","First","21.1","814","55.2","5","4.06","Hyundai","EON"
"Coimbatore","2019","24950","Diesel","Manual","First","20.37","1461","108.45","5","13.37","Renault","Captur"
"Coimbatore","2011","57832","Diesel","Automatic","First","16.2","2993","258","5","25.82","BMW","5"
"Kochi","2016","34267","Petrol","Manual","First","22.74","796","47.3","5","3.74","Maruti","Alto"
"Bangalore","2015","33000","Diesel","Automatic","Second","16.8","1984","150","5","22","Volvo","V40"
"Ahmedabad","2007","55100","Petrol","Manual","First","18.9","998","67.1","5","1.45","Maruti","Wagon"
"Kolkata","2008","40000","Petrol","Manual","First","17.7","1497","78","5","2","Honda","City"
"Kochi","2017","31841","CNG","Manual","First","15.1","1196","73","5","4.7","Maruti","Eeco"
"Kolkata","2014","15000","Petrol","Manual","First","13.7","1399","98.79","8","3.75","Chevrolet","Enjoy"
"Coimbatore","2016","82756","Diesel","Manual","First","15.96","2523","62.1","7","7.7","Mahindra","Bolero"
"Hyderabad","2014","20600","Petrol","Manual","First","21.1","814","55.2","5","2.6","Hyundai","EON"
"Coimbatore","2017","29952","Petrol","Automatic","First","13","1591","121.3","5","13.77","Hyundai","Creta"
"Mumbai","2017","15000","Petrol","Manual","Second","16.09","1598","103.5","5","7.1","Volkswagen","Vento"
"Pune","2008","61938","Petrol","Automatic","Second","12.9","1799","130","5","2.65","Honda","Civic"
"Hyderabad","2014","67000","Diesel","Manual","First","22.3","1248","74","5","2.5","Tata","Indica"
"Kochi","2013","61672","Diesel","Manual","First","16","2179","140","7","7.53","Mahindra","XUV500"
"Coimbatore","2017","26185","Petrol","Manual","First","18.6","1197","81.83","5","7.98","Hyundai","i20"
"Bangalore","2014","38000","Diesel","Automatic","Second","14.16","1968","174.3","5","39","Audi","Q5"
"Chennai","2011","67000","Petrol","Manual","Second","18.5","1197","85.8","5","2.25","Maruti","Ritz"
"Chennai","2010","66000","Petrol","Manual","Second","13.17","1999","114","5","3.85","Mitsubishi","Cedia"
"Hyderabad","2015","80883","Diesel","Manual","First","12.8","2494","102","7","13.5","Toyota","Innova"
"Hyderabad","2016","80219","Diesel","Manual","First","27.62","793","47","5","3.5","Maruti","Celerio"
"Delhi","2018","12923","Diesel","Manual","First","25.1","1248","88.5","5","8.92","Maruti","S-Cross"
"Coimbatore","2016","86642","Diesel","Automatic","First","15.17","1968","181","5","20.37","Audi","Q3"
"Bangalore","2016","19235","Diesel","Automatic","First","21.76","1995","190","5","36.5","BMW","3"
"Coimbatore","2016","51002","Diesel","Automatic","First","11.33","4134","335.2","7","48.91","Audi","Q7"
"Pune","2016","6800","Petrol","Manual","First","18.6","1197","81.83","5","7.2","Hyundai","i20"
"Hyderabad","2012","82749","Diesel","Manual","First","19.01","1461","108.45","5","5.99","Renault","Duster"
"Pune","2016","51000","Diesel","Manual","First","24.4","1120","71","5","5.25","Hyundai","Xcent"
"Delhi","2014","31465","Diesel","Manual","First","22.7","1498","89.84","5","6.5","Ford","Ecosport"
"Hyderabad","2013","76476","Petrol","Manual","First","16.47","1198","73.9","5","4.4","Volkswagen","Polo"
"Kolkata","2017","14000","Diesel","Manual","First","24","1120","70","5","4.6","Hyundai","Grand"
